titel,aktualitaet,preis,land,versand,link
La Mancha Rubinito LSM/59-L  3/4 Konzertgitarre für Linkshänder,Brandneu |,"CHF 141,64",aus Deutschland,"+CHF 8,30 Versand",https://www.ebay.ch/itm/146899858383?_skw=gitarre&itmmeta=01K832FRTPDEJQH9N5YK4GCNFA&hash=item2233e9f3cf:g:e1oAAeSwQy5o8QIh&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cgIhYb3WOtcgbVF00IkrQUYtc0v8szzUDnZWzMgDQ%2FaYq7FMAtNEx3rPrxFwsX7DutphQbwqkHu6WDKK7sZFxTdk%2BdVlWsz%2FH37R%2BxIN9IABKqPthOfZ3p8uCQNHu%2Fw06dR22isBBthv2J7CS8yXivY926LgU0b7euQrZsQi7sAI9YPIhrLOM6ufWaVDQGJvFDD5gEdGCTH1RPv7KXKKScjGGTfjyrDIKcH9vKiLzSJeOD8nc3H1yeZQ436aiaY8jcvej3ftbHfFIDVQQazhG4%7Ctkp%3ABk9SR5iOv-LAZg
"3/4 Konzert, Jugendgitarre, kinder, klassik, akustik Gitarre-im Set-mit Zubehör",Brandneu |,"CHF 36,87",aus Deutschland,"+CHF 30,09 Versand",https://www.ebay.ch/itm/143199637628?_skw=gitarre&itmmeta=01K832FRTPRGVCHM8W1W4ZCQ47&hash=item21575d107c:g:yd4AAOSw~y9ZL75i&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eEnZDgfW%2BQp0KyEHcfXjP12icXQu6DEyNXbjdJbjicRzH%2B39mqMDSltlM0%2F%2BXky7qAZCPoGbIKei0jSGIBlaFRAwVh6hAK6G8wSsT41rYL4RQw8XaxZ3lsS3zYgmnjf4dOKItS71WUViAVQg2NhIZEdKgtZm3qCDA06U9Tb4Izcrx2B2wndruEsHFxa6FvDGyIM6fI0%2BiiO6XeIVq2gLGaL3fjgsyk%2FaMdaOMcneYzsiDLx%2FzMrm2RWPCGRAoVtrHApx1sEiWyLgSfOlAphn6v%7Ctkp%3ABk9SR5iOv-LAZg
GEWA Pro Natura Silver 3/4 Konzertgitarre,Brandneu |,"CHF 165,15",aus Deutschland,"+CHF 23,07 Versand",https://www.ebay.ch/itm/286830944197?_skw=gitarre&itmmeta=01K832FRTQA7XHTFW8A0Y1M3F7&hash=item42c874dfc5:g:zwIAAeSwbElozpvI&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dajry0pr7UZQSRLdLtOHka4kX4RSuAocoD4%2FPRx%2Bd2p%2FKSaEjKXfh4QFUa5lCjOVg8vXQCIESP1oeW4%2ByJVDiyN1Qot52C5tZNdA0rMIrVlKreUIbDFz%2BiQmd5zBDVpF96S%2F32b%2BaKMZ6UnbjLto624%2FmkSjaqzMnDc91mrGe2UxbqmXkcf3mHCZwwGeVE75UQRpErqOTvgFw5rEzBVNKxAN4cIFSD59C5vglL4K8vEKnw5YiAmoL7yIege836m%2Fo%3D%7Ctkp%3ABk9SR5iOv-LAZg
"1/2 Kindergitarre, Konzertgitarre Classic, Rechtshand, Blau oder Pink, Farben +Ü",Brandneu |,"CHF 33,52",aus Deutschland,"+CHF 27,57 Versand",https://www.ebay.ch/itm/192329762071?_skw=gitarre&itmmeta=01K832FRTQX90YT1KPNHTMA931&hash=item2cc7bf4517:g:kIUAAOSwhMFZ3JLz&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dg1apN8JheHihVTGvUh4xPJq%2F6SJ8BDaNTKmYypRA3qM%2F4AGiynvyIZBRajVuINhVEKpOCU4jCgjIEQ0W7GB7Akm2rPLJiCTHuBNbgtL1AjmfmKMu4xlHs2oIgkbGDq4taMxmE5IhDqhYEjlN%2FMw1ABwON6D5XoHZSvWzfnUjDgFwXVuOc%2BmtVhrPATuXxtyHaNBeZ1ujp0i3lpwfixyAgyfetLF66Rh7pYX9v2FtXcw%3D%3D%7Ctkp%3ABk9SR5iOv-LAZg
Hanika Meister-Gitarre HE-TORRES + Capteur / Micro Dans Trou Acoustique,Brandneu |,"CHF 5.299,10",aus Deutschland,"+CHF 48,87 Versand",https://www.ebay.ch/itm/296924111321?_skw=gitarre&itmmeta=01K832FRTQPPYCNHHJ809DP0NH&hash=item45220e61d9:g:oh4AAOSwEQJneSVp&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cixUADUPVCAaKmraR7ua31ZRpV6gJLMyqRuqJTKoU5J2gntaQdZeb4Y%2FxYv6%2BTUxF9yJ3zt6xfxtXjRGrbLilpLMvCSQZkidTOC0Hnrz%2Bsh%2F1N8P%2Bm8xaM5mEl1cUo3EZ2gg9Kzx1RRcfPVGPj3ph5%2Fy6woWgy4%2BESO%2FjdWUbNGtazpZVbJTUbO1W3FlLLhkfiKxYAdrfquJC1%2BT27fXgzY%2Bo9capA%2FmDf5uHbVDaM4I6KdCxpNgT5qBtGooI9%2B3k%3D%7Ctkp%3ABk9SR5iOv-LAZg
GITARRENKLASSIKER - 4/4 KONZERTGITARRE NATUR HOLZMASERUNG IM SET GITARRE TUNER,Brandneu |,"CHF 50,28",aus Deutschland,"+CHF 27,57 Versand",https://www.ebay.ch/itm/193229931704?_skw=gitarre&itmmeta=01K832FRTQVN6PWBTYEWKGKTWK&hash=item2cfd66c4b8:g:enwAAOSwcf1d3iCE&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ff3sPc5aSnFcJ1gL3zzMCbeId%2FrFuIM9Gs9NxrXIUlhuwoWF5%2FuRyCROgqMU2FDQhGFW5AwfKpwKjHAQyw4R1EtL%2FFSd4MbT5EOa8rh0%2BA3FM7v63JpUgJliZQrvdFPo%2B4vw907ITmMX3uDogQvbA9OQ0PXRZcFNa9dGuK7vfeYdxawvEcQGaDI6HtkPNeHPz3AUztMxQGvGQtVIxBbdrrnsYQSY9JuriiQniNdsJ3Sw%3D%3D%7Ctkp%3ABk9SR5iOv-LAZg
Ortega R-131SN 4/4 Konzertgitarre incl. Tasche,Brandneu |,"CHF 250,60",aus Deutschland,"+CHF 8,30 Versand",https://www.ebay.ch/itm/146899858341?_skw=gitarre&itmmeta=01K832FRTQVE11P6BW3GKH6F55&hash=item2233e9f3a5:g:nMsAAeSw7H5o8QNE&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dS1XewMcRqYfQtkw0iiyPtA7bruYQxCmVtqSYj0GPbJ68WFM14q5HUxH%2F0b7HpGd1svQWEoS7Qe498ykKmdhsqT1G0jeWKw9s0ckxOyfOsHIZuH9rMChP3Vh0TmxzTkYKxm5GiWC5xoKSgl7tqtf7sBkcFiLMmk6%2FvlGU4Q%2F4KIIRpD%2B4UVX1t%2FSWlLLs9PIDzTWrjkQJNAsgUolWvrqDwFEyjzJJBp0k5bo0N80iOOnO6%2FD591WUP1%2BvnPXzzNxnqS6jbS5M3jmfGEgltEXL9%7Ctkp%3ABk9SR5iOv-LAZg
Siena Konzertgitarre 560PC 3/4 Modell gebraucht sehr guter Zustand,Gebraucht |,"CHF 257,41",aus Deutschland,"+CHF 23,07 Versand",https://www.ebay.ch/itm/276668540902?_skw=gitarre&itmmeta=01K832FRTQ1JX5CG3MJZH6Y4SG&hash=item406abae7e6:g:g-IAAOSwJhxm~m3v&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1d7pCwTe24UX6kRbI7kDczl2qfEt9D%2FM%2BUUpWH11cL5kpxMCDJiS%2Fo5KtNigtNHSRoiAOMfp3Caej8Y8n7ygVCGWjr77QFgFrsiq4SoE0KiZW33GhyBvBcnah5b3RD2Bo%2B9QNRowDZHUKhgwDXjfHnbejyL5qwo2TSi10RgqwKX5ZTLwjKY9IuRb1bUKktnCDK%2BxaouvUku9VaIVLh8gzkA9NxQ3SDTszUf3Pg82ZeWc6xh59OkORox1pTpBk5p6cI%3D%7Ctkp%3ABk9SR5iOv-LAZg
"Konzertgitarre 3/4  MI-classic-jugend-mit Zubehör - Set-Tasche, Stimmpfeife,Kapo",Brandneu |,"CHF 36,87",aus Deutschland,"+CHF 27,57 Versand",https://www.ebay.ch/itm/141500391867?_skw=gitarre&itmmeta=01K832FRTQ29HYKXD250531FC1&hash=item20f214a1bb:g:IZYAAOSwT5tWFkUI&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fkUgyG2YFpxdvDZiq9AupsBVqHgu9GpXIYMGLtdDYvnV4ATyfiFa5DBmhqkVa2v8rnef4WeERvSnUXWJKiT%2F8PiZ%2BaZK%2BpEey5%2B3hsAZ19lspaVfe%2BnWQw3YGVul7vVuP79M%2B9ym11rjfFbyWGH%2B1eN3amPQ%2FEhnYIQ0TW2C%2F26Q6Yzx0oj81L8POrPLtjn1EyJR4wZfHLUrS0LaJBaY3dtio%2FY0eKJCkSNayjXqh4Xg%3D%3D%7Ctkp%3ABk9SR5iOv-LAZg
ALMANSA 403 CLASSICAL ACOUSTIC - made in SPAIN,Nur Ersatzteile |,"CHF 78,79",aus Deutschland,"+CHF 84,78 Versand",https://www.ebay.ch/itm/177464694629?_skw=gitarre&itmmeta=01K832FRTQFTHH4J985N1CTDG7&hash=item2951b85765:g:a5IAAOSwCDtkQMG6&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fC86DMhbOgziUskBtXKDhNVjVkxA1rXQZ7ABqEVvfB6GOixErJlI2RPama4tN%2Br%2BBlbzVeiYBVZaWGhcTSSjm53rBTy1TA8%2B9xyjHvI7xb4PU2NkxoPF4zxobJvQL9MzYucCWe%2Fd9zDYTC%2BebnJCMRYQoaJMNegB%2FquGBisi0f3gmfp6nj1cqE6aoV%2BO8BkjqwzLQDNXCOqnZPRUWEFMiMoX4f2uULKXDsJzePmf%2FR1c6YBHW%2BAEbk291b3XLJyAWGyszUKlT6MxcnJibcIpqK%7Ctkp%3ABk9SR5iOv-LAZg
4/4 KONZERTGITARRE KLASSIK GITARRE BLAU IM SET MIT SCHULE + CD STIMMGERÄT uvm. X,Brandneu |,"CHF 54,47",aus Deutschland,"+CHF 27,57 Versand",https://www.ebay.ch/itm/193349849630?_skw=gitarre&itmmeta=01K832FRTQF8NM8BMN066FVAE8&hash=item2d048c921e:g:Lz8AAOSwrsdeS70V&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fGJG70Kg7APS8QKtLAupedkoYFJgOoKBA4m76Cqyjwmr8U5OXc9TDY392gerEBMmVfELibb%2FZBDcBOj93%2FBFwvRrjK2fW16pdxu3SyFD52a4wHoM8ijcctBdz%2BzZdGvlbGXyK2014uPkd3Q%2FKJT8C894fO%2FdkZfXreRYgbYueNmcjVO6ybyXLiVU17mxOk5vsNftMDMO3DcU01p4uxF28LKTSf31bWE7l2fYmoR%2BNd7HRwTHhtFH7Rp53z93u5ZtB%2Bs%2BCvdNLbdsnsKYirDyM1%7Ctkp%3ABk9SR5iOv-LAZg
Prudencio Saez Konzertgitarre Modell 12 Made in Spain,Brandneu |,"CHF 626,46",aus Deutschland,"+CHF 23,07 Versand",https://www.ebay.ch/itm/276930197492?_skw=gitarre&itmmeta=01K832FRTQSMYTEM0CR0A3R41T&hash=item407a5377f4:g:vREAAOSwOQJdXA6S&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fz%2Bkq%2FuTqxUlDhALiHLRR5zRP2Ub3nwxH%2Bm4itPlrmfIXY94Nj6PdciuGWe9%2Bzq7pZ3%2BMge3beH1k%2FTCddFE7x4%2Frq8LwKgfXe8YougdloD4X2tH%2FBJkwyTfgy5G3iuNDbhnm92BmhLKR3Kh%2F8WlZZnkPAsGzx7sy7FpnLviJXmKAtsAQvLLEJk5t0YBdKWYI7rDwOncCoZ5Jeo%2FoAxP8DvQb8sXOPAEFeXK9rEjf8bPqjcponaGyhJ6SoOb%2B2ffE%3D%7Ctkp%3ABk9SR5iOv-LAZg
Gitarre/Kindergitarre-1/4-K7L-natur-linkshänder-lefthand-Tasche&Gitarrengurt!n,Brandneu |,"CHF 31,84",aus Deutschland,"+CHF 30,09 Versand",https://www.ebay.ch/itm/190376167385?_skw=gitarre&itmmeta=01K832FRTQBXHQ8N2D3FW2ACEN&hash=item2c534dc7d9:g:PU8AAOSwuHJbJ4Pq&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fyRQxUKwmX2ZFeRrmKM7z1kuP%2B9x75KKiq%2BlfOFbn%2Fj%2BNxtKl9LKM2FfQd%2FU725PVMXFrsxZ18OODjGFnRzrYU7bm3AxyhxtcoLVnDjKwbaGi3iosaaI3rxWQEkNkxmHw%2BRw6R0z8hkrmiazhLM0Yk2sNvCenQg5FhuszUOgkoJS3BcnMgLzazl%2BA1qr3YcbuR2y8hp03umk3ZVy18pbh%2FP%2F1%2FsnR4CcEasv3QFr%2FzNQ%3D%3D%7Ctkp%3ABk9SR5qOv-LAZg
Alte Gitarre Bassgitarre,Nur Ersatzteile |,"CHF 179,53",aus Deutschland,"+CHF 39,89 Versand",https://www.ebay.ch/itm/317374991389?_skw=gitarre&itmmeta=01K832FRTQXNKKRZF60BV16NTJ&hash=item49e5060c1d:g:n9sAAeSwGp5oh86G&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fjAWwockfGm4a7j4VQjrsZKHRtyvlhR1Blh19z7Z%2FyWtQANaktbJM%2B9beoC2vUqhUDmPDgmqrT1a52C%2B4nrOJmDFQYnuO%2B%2BwLYLoXo5p5BQYoZZ9p8aUuSqF%2BxZT%2BVaJl9fhnqxtpYUS497Z3OkW9Z1aYBRXGfwfN2lC5vKE%2BLsNxvjs3V8L4CdX6H%2FNUYlmw%2FFTgNWTZg1W6NVVmvt7w7l9becPUL5WoDCkBVyTTwnA%3D%3D%7Ctkp%3ABk9SR5qOv-LAZg
4/4 CLASSIC SCHULGITARRE SCHWARZ SCHWARZ - LINDENHOLZ HOCHGLANZ POLIERT NYLON C,Brandneu |,"CHF 37,71",aus Deutschland,"+CHF 27,57 Versand",https://www.ebay.ch/itm/195094490582?_skw=gitarre&itmmeta=01K832FRTQ3MX58S9Q4YVMZYK3&hash=item2d6c89add6:g:znQAAOSwpy5ilIFQ&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1ddZgoHGw2G%2BsmVPVWYHnFyEfELOJnMn5B8ske2UpDN3ASalj15CKGCiU1Ad7xtdj88qs4QDW4sQ5JohszTe8RUlcuQqn48RgqI3Dwoj9mow7ppAjgMkSeCnLBBsQywAdLsv6ysmmNFqTZvw2Hejfi1YIeiikt21HnNzJUG5U%2FoSSiDwJJIP%2B7e0kt%2Fy7pMCAz5Q2qW%2BKmVaemQ2v9r1gOAk%2BMEfOsTlwqELLQi82N%2Bl3ax5yMwYIUxq9bUl1vEdvLriledvlTO4MHVrcxehgDM%7Ctkp%3ABk9SR5qOv-LAZg
ORTEGA RTPDLX-ACA  Acacia Burst,Brandneu |,"CHF 376,32",aus Deutschland,"+CHF 8,30 Versand",https://www.ebay.ch/itm/136605857375?_skw=gitarre&itmmeta=01K832FRTQSN0SR6HAWH0HQG4H&hash=item1fce57f65f:g:h2QAAeSwvZdo8QKV&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1e7iKBChteo4xBRtjbSeuyHhR2V1U3OrqMkBpe%2FTfG70VEFSaqM%2BoMT53XhEWy4Fv8uwUHmgMgiHWu%2BdQfNhSwXdJh1qVZ2IRbUs%2Fnh9550OWfcHo8ln6KDyg2Aj58G8QvclsTIw2Jnq74l2TLaJBxDh3fyaX2fSkgCkVbkw2cnMCS1ettDX%2BiO7pTwNH2ZqORXu6hizZasZ1WdEv8Bznsehkr%2Fx%2Fy48305hqDJLkNKKuVsYLlkBB5T15y291M%2BEEVwCEAccd%2F%2BM22C2m57x6yT%7Ctkp%3ABk9SR5qOv-LAZg
H�FNER HF17 Konzertgitarre massive Decke,Brandneu |,"CHF 488,07",aus Deutschland,"+CHF 18,44 Versand",https://www.ebay.ch/itm/325444899784?_skw=gitarre&itmmeta=01K832FRTQ2916ZGP44CJMKSFV&hash=item4bc60713c8:g:4JUAAOSwQJNjh3~6&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dgK5m22EpJjWkoH%2B%2Bm3zAcQHNDREkj3pdcdSTqPahm0VQVNms2V1Vh9lHLShetNnryRsXRKQzb%2FRWFPUy9DLYefkFrpFu2l35%2FEszEQK7AmpFDlhYcjQ73xeJq1ny51K341ASarpPiR9UwsYaLro4JY37sirnSP9mlWizzaFc2NrFxn6cNOQV3msy2tJU8TAeyYnFtC28Jlq1ddv%2B8CkiMXm1SZwuW%2FaqxhMjs4dL6dm9WDqYeUlnkh7b%2FP%2FElkIEjAQ0t4Uekl1PfYWTd7Cvbw9HhiK%2BbcNbCRdz%2BgGXbHA%3D%3D%7Ctkp%3ABk9SR5qOv-LAZg
"Gitarre,4/4 Konzert,Set-Clip-Stimmgerät ET33,Tasche+ Band-ersatz Saiten,3xPik!n",Brandneu |,"CHF 50,28",aus Deutschland,"+CHF 27,57 Versand",https://www.ebay.ch/itm/190868233562?_skw=gitarre&itmmeta=01K832FRTQCRV3NV2QFCGZKGFM&hash=item2c70a21d5a:g:eHUAAOSwjqVZJ-1m&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fOxHogpLNxq3Yvjyrn957xJGDhEw04GF1zOdu%2FcXw2HUsbCmIeO1r015BL74BDBIUn%2BGl5hxQllL7SxYQmfvurQ1lD10joHX7d6%2BWTe%2BB%2F3SSSFFolZGPyzJ2LRTuMjRmvNsk3LL%2FKXPPujuJdvVoHyNN52hwpF%2FeSLa5zqg6o8HzDnukU6PFomm00PU%2BA7d%2F9VV1FkCVSl0zvYfk3UzOJGqY1Rdb--LoEhLbgrX4rtl6LJ0X1Fy7tzyFDn%2FXeCEdTjWCCHjhntZQ6iu4gJ%2Fyp%7Ctkp%3ABk9SR5qOv-LAZg
CLASSIC 4/4 KONZERTGITARRE WEIHNACHTSSET MATT FINISH STARTER SET VERS FARBEN,Brandneu |,"CHF 50,28",aus Deutschland,"+CHF 27,57 Versand",https://www.ebay.ch/itm/194501146696?_skw=gitarre&itmmeta=01K832FRTQE1AK2K4YYA1H5YQN&hash=item2d492bf848:g:nEkAAOSwTFZhjhKk&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dq40tAKZs1G97DDjyoqtU76QyUdkOxvAUq8Ldu8d5o%2FSJVltZ0F5AipyGcGaIAsx0trbB60L%2Fjuv7agIhFgCMRDBB3zuP1GuH9vz%2FmFCZtL9l8DzVQzp0OOAji%2B0FlN7hU32iVBGZ5SRsTEGPERk9ofZTs%2BKEpsz%2FPGlx7CaNbtu92iZxoXvnOXNCqYhgvAtqgnS1MgUCE3Np3lfFMDQWmMTDSmqSADOSck9f32MsPxA%3D%3D%7Ctkp%3ABk9SR5qOv-LAZg
Vintage Höfner Gitarre Konzertgitarre 1971 mit GEWA Hartschalenkoffer (F025-145),Gebraucht |,"CHF 397,95",aus Deutschland,"+CHF 39,89 Versand",https://www.ebay.ch/itm/286663115628?_skw=gitarre&itmmeta=01K832FRTQAY66B87B0EGEQMKF&hash=item42be74036c:g:-8IAAOSw0DVnlz00&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fIUC0MADueb9C7yx2iw55%2FQ23X0IqZf%2BH0nvzG2yK4Id%2BGlsZiLo6Aq45UItO96D9uxWbLub5XkoRk6%2FupFTxdz3FTMJEwoh2Z%2F7tbOCpGnh%2Fghufo6BYWr6LUw5F%2BX1afEsNxg%2FLnH1y9f%2BytOzXhmCcauKOOCW714VHsDOd27wJf0nLHtwyxrN9A5UycuwWAdK9UpUj8BtQ7kTJg8qDvsy%2BwOeww1gzErvqi3gT%2FfryDmQI8z3X%2FrGP7vRHLpjPzYSqCRwUDUUAmn29ia4ZoV6OOJnNKDLZfibXb%2BJpfSg%3D%3D%7Ctkp%3ABk9SR5qOv-LAZg
Hanika 50AF - Konzertgitarre,Brandneu |,"CHF 778,61",aus Deutschland,"+CHF 16,75 Versand",https://www.ebay.ch/itm/323028831461?_skw=gitarre&itmmeta=01K832FRTQHC8SB6XBT2ZTQXCY&hash=item4b3604cce5:g:Wn0AAOSw3olf0KAr&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1ezkNMK%2Bsw%2FigjwPwfAGo9v1npvVIt8lWW5go78ZYQGRWx12e5J72oVp6h3ue5idQfKO1dITQFfvB%2BZa25cL1lzyXGOYRGsez8%2F0QtR0G2taNQsdPxJm%2B0Pap3HenMpprUSbbp989Yd5vl0QYqSpM%2BiW%2F2EwxImJEaZE1nlbNaRw%2FSbweHTqzk9cK%2BPbiRgthOUjp%2FG0LHjgDZdDLVVt2IE9KtbapzkKtNOYDkM4MpRR0M2GhdmkZGKbqWkhQ4DxZs6AMyk08iQ4hXH%2B4imtyB2zKdVD3dEJqO8rTLRKu%2FE7g%3D%3D%7Ctkp%3ABk9SR5qOv-LAZg
Dieter Hopf Artista - ganz besondere Meistergitarre - ausgezeichn. Klang + Video,Gebraucht |,"CHF 3.141,69",aus Deutschland,"+CHF 44,88 Versand",https://www.ebay.ch/itm/226965974510?_skw=gitarre&itmmeta=01K832FRTQPFKCP3EHDC1YQ62H&hash=item34d839edee:g:1dAAAeSwPnBowESF&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fQlhH9PqR%2FsTu21Q7TjDSRDgEJjzXK7vCOod0Fagp3C%2FwmdVr7birPr2jqbd8ReNwY0EPMo916RP3yLSgd6GpijKKNCEDcZ4B%2B%2BL%2FxROOINccBc%2FWvwUWPQT%2FwvNd0U7utxJ870085KBgH1yaH2jZbQ8W%2Bi9RBd98aabB4esSbQqPNYZHbZDcFPY3%2FHyQrPC74tfTRt%2BFNwPt3ckTTEeGaD5WfswygEKEdYRtfH5RfLNHQNV7R3S92PLBLmbaNWUY%3D%7Ctkp%3ABk9SR5qOv-LAZg
KINDER-Konzert-GITARRE SALVADOR 3/4 Größe sehr gute Verarbeitung *NEU/NEW*,Brandneu |,"CHF 165,15",aus Deutschland,"+CHF 45,21 Versand",https://www.ebay.ch/itm/293230983144?_skw=gitarre&itmmeta=01K832FRTQR9SQ386W24EBD917&hash=item4445edb7e8:g:~OwAAOSwaz5nRbxm&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ewJVyBhwC3FLMLtQz%2F07%2BfS%2FzlTmzJnwm0QByVmxc0%2F0dVgTrSsMW2Aen33x0o4LfH7Pc4CkkkLuQftoK7lGNXOdRKyWv%2BH6HRfqIuuRlzLDV1eSRJ2Y0JXW2HOeAWXZO2kRGRdzuBJCCnrormEHXMdvjtJ5EBD9pOl%2FE4qh1VI95JxUg3Jika0%2B4W7lmf8o%2B%2FLDnW3rHISau9KmOVJ%2BhRN4Wzuma%2FKDU38Dpz7dp2zA%3D%3D%7Ctkp%3ABk9SR5yOv-LAZg
"Vicente Sanchis No. 35, Bj. 1988, Klassik Flamenco Gitarre, hand made in Spain",Gebraucht |,"CHF 837,78",aus Deutschland,"+CHF 39,89 Versand",https://www.ebay.ch/itm/204789654682?_skw=gitarre&itmmeta=01K832FRTQKG5659BV8D13HRVB&hash=item2fae6a249a:g:sjoAAOSwQiVmQ3kh&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cy6JRoQDG2n3uxtZ7ZbL9v%2FDC4MhXFH5jd4lDTSqzNz2AcDyNBfnNI%2Bi%2FeDYPmWbHbwoaK5jSpyMWE9wC0bYaY3Q0vP5pbXIVELr2jRA6vzHYGnsDTEUZGZ5P15we5drro7QSiHmJeFXjx9pecwZGc7HbVcQJnP6vw%2BRxn2UvR6NpD%2FVy4lZO6D0WeH%2FAIkI5q41fRFXNTCOm5V46gZdtxEN5j50j4d9z20HBzxkk02w%3D%3D%7Ctkp%3ABk9SR5yOv-LAZg
Hanika 50KF-N - vollmassive Konzertgitarre,Brandneu |,"CHF 967,84",aus Deutschland,"+CHF 18,44 Versand",https://www.ebay.ch/itm/322781474915?_skw=gitarre&itmmeta=01K832FRTQBCN59X1JQP5PWTMM&hash=item4b27467063:g:JSEAAOSwnstf0KBE&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fj%2BG0QW5SdI%2F3dJx9i1qubjTTbtuavT1Xa8%2FufgdyXh%2BFn6eMehXeQsvFbmp6jGXJSsR8%2BM9cdoaxhP4GjEbWPhA3aTQ1bMeBatcewvy0qOPtCf%2FN%2Bz0Gcr%2F6g4xxk1e3C0z5b%2FeIAukRCorxuMsAIHmOySipkVDqUlm9fDIM0Su0IWqpvZq0cvLe2U7JorpezO7JuJtX0AjoA6KlxHXZIL2Ke373Pu17jSq2OyUT2JhVxW1xfoJH4ceuIr2OS3zk%3D%7Ctkp%3ABk9SR5yOv-LAZg
"SCL60 klassische Gitarre mit Fichtendecke, Farbe Natur, Linkshändermodell",Brandneu |,"CHF 92,99",aus Deutschland,"+CHF 25,10 Versand",https://www.ebay.ch/itm/224934333043?_skw=gitarre&itmmeta=01K832FRTQ1TAV3B3TPGZGBH40&hash=item345f218a73:g:qmEAAeSwp~xo75zR&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1djIPflNDsNFXrEEdHG0xQYALvK%2B7HjLGEdOGod%2FiXUy6kcnpUeUvYRVgjG%2Fb2CT%2B5BMQ6wgV%2B8KDudta4oZ1aDMVDnUvTio%2FCgDQZfuf1LdBcLJC2CrjTJw3%2B%2F2FtRu%2Fea%2FU6VL8fleJgMa1TiMXNMfkBYmQcxRgTPM6q4g331XWzQILde2msVWqfL9cpY27mh9A67z0r2uApT0HQU6RQNMHFjKp2AY5YEG4MltPLAO5%2BMYf7LZUK5Q13Mi7i%2BGD0%3D%7Ctkp%3ABk9SR5yOv-LAZg
SCHNÄPPCHEN - LERNINSTRUMENT 3/4 KONZERTGITARRE - SCHWARZ MATT - GITARRE JUGEND,Brandneu |,"CHF 32,68",aus Deutschland,"+CHF 27,57 Versand",https://www.ebay.ch/itm/143119748400?_skw=gitarre&itmmeta=01K832FRTQQJT5JJFXRE3QGPWP&hash=item21529a0d30:g:kigAAOSwcohcWq0C&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fHasDxlraIYjeAvU%2FCk1HCnCAYYj5j2YUlmDrcLYMC8idpkY%2FjOZCGR5Eml4Xgd0qo1W6DQkF3gqm8kML0cygp3JZHdXxb2gmBvxFnvQbXPaUiC2xN7gKWQQqLxOs0sLLI1iJAX%2BB2qU1keAudIAtgX5JKyUHQjUE1d4E7FaxCH9guN3e7xZuvsKXe6WzAp4aLJ%2FBHjHL6mPs6UKcT0H3YormTeGe6U0tDXB9NIp%2BAS4g09nHDtdQt94NwH%2FdLhKUjhNuOrgvLJZ0Pxqw0EALn%7Ctkp%3ABk9SR5yOv-LAZg
